NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_SOCIAIS_APLICADAS","","","",0
"CIENCIAS_SOCIAIS_APLICADAS","","","",1
"CIENCIAS_SOCIAIS_APLICADAS","","","",2
"CIENCIAS_SOCIAIS_APLICADAS","","","",3
"CIENCIAS_SOCIAIS_APLICADAS","","","",4
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Monetária e Fiscal","Teoria Monetária e Financeira",5
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Internacional","",6
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Internacional","Balanço de Pagamentos; Finanças Internacionais",7
"CIENCIAS_SOCIAIS_APLICADAS","","Teoria Econômica","",8
"CIENCIAS_SOCIAIS_APLICADAS","","","",9
"CIENCIAS_SOCIAIS_APLICADAS","","","",10
"CIENCIAS_SOCIAIS_APLICADAS","","","",11
"CIENCIAS_SOCIAIS_APLICADAS","","Crescimento, Flutuações e Planejamento Econômico","Teoria e Política de Planejamento Econômico",12
"CIENCIAS_SOCIAIS_APLICADAS","","","",13
"CIENCIAS_SOCIAIS_APLICADAS","","Crescimento, Flutuações e Planejamento Econômico","Crescimento e Desenvolvimento Econômico",14
"CIENCIAS_SOCIAIS_APLICADAS","","","",15
"CIENCIAS_SOCIAIS_APLICADAS","","Teoria Econômica","",16
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Internacional","",17
"CIENCIAS_SOCIAIS_APLICADAS","","Teoria Econômica","Economia Geral",18
"CIENCIAS_SOCIAIS_APLICADAS","","Teoria Econômica","",19
"CIENCIAS_SOCIAIS_APLICADAS","","","",20
"CIENCIAS_SOCIAIS_APLICADAS","","","",21
"CIENCIAS_SOCIAIS_APLICADAS","","","",22
