NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"INICIACAO_CIENTIFICA","","Fluxos e Controles de Capitais Internacionais - Análise dos Custos e
Benefícios para Economias Emergentes.","2004","Brasil","Português","","NAO","","","",0
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O Mercado de Capitais como Instrumento para o Desenvolvimento","2003","Brasil","Português","","NAO","","","",1
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Microfinanças no Brasil","2004","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Determinantes das classificações de risco soberano: a relevância dos fundamentos macroeconômicos.","2004","Brasil","Português","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Restrição da Oferta de Crédito de Longo Prazo para o Financiamento da Atividade Produtiva no Brasil","2004","Brasil","Português","","NAO","","","",4
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Crises Econômicas e Mercado de Derivativos no Brasil - 1994-2003","2004","Brasil","Português","","NAO","","","",5
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Mercado de Derivativos: Hedging no Brasil","2003","Brasil","Português","","NAO","","","",6
"INICIACAO_CIENTIFICA","","Liberalização, estabilidade e crescimento: o acompanhamento da economia e da política econômica no Brasil: Moeda e Finanças.","2005","Brasil","Português","","NAO","","","",7
"INICIACAO_CIENTIFICA","","Liberalização, estabilidade e crescimento: o acompanhamento da economia e da política econômica no Brasil: Moeda e Finanças.","2005","Brasil","Português","","NAO","","","",8
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Mecanismos de captação do setor produtivo: a estrutura de capitais e a importãncia das emissões","2005","Brasil","Português","","NAO","","","",9
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Mercado de capitais: a sua importância para o funding brasileiro","2005","Brasil","Português","","NAO","","","",10
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Os entraves ao desenvolvimento do mercado de ações no Brasil","2005","Brasil","Português","","NAO","","","",11
"INICIACAO_CIENTIFICA","","O Brasil e a periferia na era da Globalização: Política Econômica e Desenvolvimento na era da Globalização","2006","Brasil","Português","","NAO","","","",12
"INICIACAO_CIENTIFICA","","O Brasil e a periferia na era da Globalização: Política Econômica e Desenvolvimento na era da Globalização","2006","Brasil","Português","","NAO","","","",13
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O Desenvolvimento do mercado de capitais nacional: Um enfoque nas oportunidades de financiamento das empresas","2005","Brasil","Português","","NAO","","","",14
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O mercado de ações no Brasil","2004","Brasil","Português","","NAO","","","",15
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A importância do mercado de capitais para o crescimento econômico do Brasil, uma análise à luz da experiência internacional","2006","Brasil","Português","","NAO","","","",16
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Um estudo sobre o mercado de capitais Brasileiro através da análise da participação dos investimentos institucionais - fundos de pensão e seguradoras","2005","Brasil","Português","","NAO","","","",17
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A formação de expectativas e a análise gráfica nos mercados financeiros e de capitais","2005","Brasil","Português","","NAO","","","",18
