NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",0
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",1
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação para o educador musical","2009","Brasil","Português","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",4
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",5
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do ducador musical","2009","Brasil","Português","","NAO","","","",6
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",7
"ORIENTACAO-DE-OUTRA-NATUREZA","","Oficinas de musicalização para a comunidade","2009","Brasil","Português","","NAO","","","",8
"ORIENTACAO-DE-OUTRA-NATUREZA","","Oficinas de musicalização infantil","2010","Brasil","Português","","NAO","","","",9
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",10
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A extensão como espaço de formação do educador musical","2009","Brasil","Português","","NAO","","","",11
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Educação musical para crianças de 7 a 9 anos- vivências corporais nas aulas de musicalização","2010","Brasil","Português","","NAO","","","",12
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","H. Villa-Lobos: uma análise sobre suas obras corais","2010","Brasil","Português","","NAO","","","",13
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A música como elemento articulador na socialização da criança portadora de deficiência intelectual","2010","Brasil","Português","","NAO","","","",14
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Um estudo sobre a função e o uso do jogo didático no ensaio do coro infantil","2010","Brasil","Português","","NAO","","","",15
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Aula de música na escola de ensino regular: reflexões e planejamento de aula a partir da experiência da atuação em campo","2010","Brasil","Português","","NAO","","","",16
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Um estudo sobre as cantigas de roda brasileiras","2010","Brasil","Português","","NAO","","","",17
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Experiência de musicalização na Educação Infantil","2010","Brasil","Português","","NAO","","","",18
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Educação Musical na Educação Infantil: uma abordagem prática","2011","Brasil","Português","","NAO","","","",19
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Por que ensinar a viola caipira e composição na escola regular?","2011","Brasil","Português","","NAO","","","",20
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Ensino de Violão Erudito em Grupo","2011","Brasil","Português","","NAO","","","",21
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Reflexão sobre a prática docente: Uma análise sobre o aprendizado musical ao longo de cinco anos a partir dos pensamentos de Keith Swanwick","2011","Brasil","Português","","NAO","","","",22
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Motivação na Orquestra Jovem","2011","Brasil","Português","","NAO","","","",23
"ORIENTACAO-DE-OUTRA-NATUREZA","","Programa de Apoio Didático (PAD)","2011","Brasil","Português","","NAO","","","",24
"ORIENTACAO-DE-OUTRA-NATUREZA","","MU049­ Introdução  à Pesquisa","2013","Brasil","Português","","NAO","","","",25
"ORIENTACAO-DE-OUTRA-NATUREZA","","MU068­  Laboratório  de  Instrumentos  Harmônicos","2013","Brasil","Português","","NAO","","","",26
"ORIENTACAO-DE-OUTRA-NATUREZA","","MU054­ Tópicos Especiais em Música","2013","Brasil","Português","","NAO","","","",27
"ORIENTACAO-DE-OUTRA-NATUREZA","","Programa de Apoio Didático (PED) MU419A­  Pedagogia  e  Didática  Musical  IV","2013","Brasil","Português","","NAO","","","",28
"ORIENTACAO-DE-OUTRA-NATUREZA","","MU219A­  Pedagogia  e  Didática  Musical  II","2013","Brasil","Português","","NAO","","","",29
"INICIACAO_CIENTIFICA","","Manual de brincadeiras: uma releitura para a aplicação das atividades na aula de música?","2012","Brasil","Português","","NAO","","","",30
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","  "Produções na aplicação de uma proposta de musicalização infantil mediante a articulação entre canções, histórias, bandinha, jogos e conteúdos musicais e do cotidiano"","2013","Brasil","Português","","NAO","","","",31
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","",""Dalcroze na busca  pela expressividade musical no canto erudito"","2013","Brasil","Português","","NAO","","","",32
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","" Um estudo sobre o ensino da kalimba"","2013","Brasil","Português","","NAO","","","",33
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO",""," A representação social do educador musical","2012","Brasil","Português","","NAO","","","",34
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO",""," Fanfarra Municipal de Campinas: breve histórico e funcionamento","2012","Brasil","Português","","NAO","","","",35
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO",""," A extensão universitária no Instituto de Artes da Unicamp","2012","Brasil","Português","","NAO","","","",36
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A aula individual de bateria para crianças como espaço de musicalização","2012","Brasil","Português","","NAO","","","",37
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO",""," Educação sobre o  espaço sonoro:  desenvolvimento  de um material de  apoio a  distância  para  oficinas  culturais  de  edição  de  áudio,  baseado  no livro Tonmeister Technology.","2012","Brasil","Português","","NAO","","","",38
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO",""," "Construindo uma proposta de educação musical para a cidade de Várzea Paulista"","2010","Brasil","Português","","NAO","","","",39
"ORIENTACAO-DE-OUTRA-NATUREZA","","Orientação de alunos do Programa de Incentivo de Bolsas de Iniciação à Docência (PIBID)","2012","Brasil","Português","","NAO","","","",40
"ORIENTACAO-DE-OUTRA-NATUREZA","","Estágio Pedagógico II- disciplina MU673A­","2013","Brasil","Português","","NAO","","","",41
"ORIENTACAO-DE-OUTRA-NATUREZA","","  disciplina MU119A­ Pedagogia  e Didática Musical I","2013","Brasil","Português","","NAO","","","",42
"ORIENTACAO-DE-OUTRA-NATUREZA","","disciplina  MU573A­  Estágio  Pedagógico I","2013","Brasil","Português","","NAO","","","",43
"ORIENTACAO-DE-OUTRA-NATUREZA","","disciplina  MU219A­  Pedagogia  e  Didática Musical II","2012","Brasil","Português","","NAO","","","",44
"ORIENTACAO-DE-OUTRA-NATUREZA","","disciplina MU673A­ Estágio Pedagógico II","2012","Brasil","Português","","NAO","","","",45
