NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"RESUMO","?Estudo sobre o curso de Educação Artística com Habilitação em Música: uma contribuição ao estudo da Educação Musical no Brasil?","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
"RESUMO","A experiência de musicalização de crianças da pré-escola da escola Alethéia de Campinas","1998","Brasil","Português","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","?Uma experiência de musicalização de crianças desenvolvida em equipe?","1997","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",2
"RESUMO_EXPANDIDO","?Análise de uma experiência de prática de ensino de música em equipe?","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",3
"RESUMO","A transmissão de conhecimentos em Educação Musical para professores de Arte do ensino fundamental- uma experiência dentro do projeto Teia do Saber da Unicamp e da Secretaria Estadual de Educação","2007","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",4
"RESUMO","O projeto Conexão do Saber da Unicamp e sua contribuição para um ensino dinâmico","2007","Brasil","Português","IMPRESSO","","NAO","","","NAO",5
"RESUMO","Conexão Do Saber: Uma experiência prática de aprendizagem colaborativa implantada na rede de escolas municipais de São José do Rio Preto","2008","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",6
"COMPLETO","Aulas virtuais para trabalhar a escuta musical consciente de alunos do 5o ano do Ensino Fundamental","2008","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",7
"RESUMO","Módulos virtuais para auxiliar na EJA","2009","Brasil","Português","VARIOS","","NAO","","","NAO",8
"RESUMO_EXPANDIDO","IX Congresso Nacional de Psicologia Escolar e Educacional (CONPE)","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",9
"COMPLETO","Reflexões acerca do ensino de música escolar: trabalhando com multiplicidades","2011","Brasil","Português","MEIO_DIGITAL","[http://www.anppom.com.br/anais/anaiscongresso_anppom_2011/ANAIS_do_CONGRESSO_ANPPON_2011.pdf]","NAO","","","NAO",10
"COMPLETO","O perfil do idoso participante do coral da terceira idade","2013","Brasil","Português","VARIOS","","NAO","","","NAO",11
"COMPLETO","'Convivendo na escola: experiências além do ensino musical'","2013","Brasil","Português","MEIO_DIGITAL","","NAO","","","SIM",12
"COMPLETO","Convivendo na escola:experiências para além do ensino musical- o estágio supervisionado na licenciatura","2013","Brasil","Português","MEIO_DIGITAL","","SIM","","","NAO",13
"COMPLETO","Educação musical para crianças surdas como meio de inclusão social: instrumento na construção do conhecimento e desenvolvimento humano","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",14
"COMPLETO","O perfil do idoso do coral da terceira idade","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",15
"COMPLETO","Paisagens sonoras e parangolés: uma proposta interdisciplinar entre alunos dos cursos de graduação em Artes Visuais e Dança","2014","Brasil","Português","MEIO_DIGITAL","","SIM","","","NAO",16
"COMPLETO","Manual de Brincadeiras- uma releitura para aplicação das atividades nas aulas de música","2013","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",17
"COMPLETO","Os blogs como ferramenta para a educação musical","2015","Brasil","Português","NAO_INFORMADO","","NAO","10.19146/pibic-2015-37722","","NAO",18
"COMPLETO","PESQUISA SOBRE OS RECURSOS TECNOLÓGICOS UTILIZADOS PELOS PROFESSORES DE INSTRUMENTOS MUSICAIS EM ESCOLAS DE MÚSICA DE BARÃO GERALDO","2015","Brasil","Português","NAO_INFORMADO","","NAO","10.19146/pibic-2015-37745","","NAO",19
