NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id
"Mestrado","ACADEMICO","CIRCUITO IMOBILIÁRIO E A CIDADE: O ESPAÇO INTRA-URBANO DE BELÉM ENTRE ALIANÇAS DE CLASSES E DINÂMICAS DE ACUMULAÇÃO","2012","Brasil","Português","","","",0
"Mestrado","ACADEMICO","Diferenciando o espaço e produzindo cidades: lógicas e agentes da produção do espaço urbano em Riberão Preto/SP e Londrina/PR","2014","Brasil","Português","","","",1
"Mestrado","ACADEMICO","CONTRIBUIÇÃO PARA ANÁLISE DO PROGRAMA MINHA CASA MINHA VIDA: UM ESTUDO DO PROGRAMA EM SÃO JOSÉ DO RIO PRETO","2015","Brasil","Português","","","",2
"Mestrado","ACADEMICO","Largo da Batata: transformações e resistências","2015","Brasil","Português","","","",3
"Mestrado","ACADEMICO","Direito e financiamento: as transformações regulatórias na passagem do sistema financeiro de habitação para o sistema financeiro imobiliário","2015","Brasil","Português","","","",4
"Mestrado","ACADEMICO","Porto Maravilha: agentes, coalizões de poder e neoliberalização no Rio de Janeiro","2016","Brasil","Português","","","",5
"Mestrado","ACADEMICO","Habitação Social no Brasil e no México: notas sobre Transformações nas Políticas e na Produção de Mercado da Moradia","2016","Brasil","Português","","","",6
"Mestrado","ACADEMICO","O capital financeiro imobiliário no Brasil: o caso da Operação Urbana Consorciada Porto Maravilha","2016","Brasil","Português","","","",7
"Mestrado","ACADEMICO","PRODUÇÃO IMOBILIÁRIA SOB DOMINÂNCIA DO CAPITAL FINANCEIRO: tendências e contradições","2016","Brasil","Português","","","",8
"Mestrado","ACADEMICO","The transformation of the construction sector in South Africa since apartheid: social inequality and labour","2014","Brasil","Português","","","The transformation of the construction sector in South Africa since apartheid: social inequality and labour",9
"Mestrado","ACADEMICO","Avanços e limites das políticas de desenvolvimento urbano no Brasil (1988-2013)","2014","Brasil","Português","","","",10
