NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Um império de espelhos: o design visto a partir do fantástico","2012","Brasil","Português","","NAO","","","",0
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Vivendo no Aperto: Análise comparada entre soluções (propostas) de mobiliário para pequenos espaços, no Brasil e Japão","2012","Brasil","Português","","NAO","","","",1
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","TRANSPORTE PU&#769;BLICO URBANO COMO DIREITO SOCIAL: REGULAC&#807;A&#771;O DO TRANSPORTE POR O&#770;NIBUS MUNICIPAL EM SA&#771;O PAULO DE 1988 A 2013","2015","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Infraestrutura e desenvolvimento: impactos urbanos dos investimentos da Copa do Mundo de 2014 no Brasil","2014","Brasil","Português","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Terceirização nas atividades auxiliares no setor público: um estudo sobre as trabalhadoras terceirizadas da limpeza na UNICAMP","2015","Brasil","Português","","NAO","","","",4
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","MINHA CASA MINHA VIDA: ANALÍSE DO PROGRAMA NA REGIÃO METROPOLITANA DE CAMPINAS","2013","Brasil","Português","","NAO","","","",5
"INICIACAO_CIENTIFICA","","IMPACTO DO PROGRAMA MINHA CASA MINHA VIDA NO DESLOCAMENTO URBANO E NA DEMANDA POR SERVIÇOS PÚBLICOS NO MUNICÍPIO DE SUMARÉ","2015","Brasil","Português","","NAO","","","",6
"INICIACAO_CIENTIFICA","","Os impactos do programa Minha Casa Minha Vida no trabalho na construção civil em Sumaré e Hortolândia","2015","Brasil","Português","","NAO","","","",7
"INICIACAO_CIENTIFICA","","Programa Minha Casa Minha Vida: Impactos econômicos sobre a indústria da construção civil e de materiais.","2015","Brasil","Português","","NAO","","","",8
"INICIACAO_CIENTIFICA","","AVALIAÇÃO DO IMPACTO DO PROGRAMA MINHA CASA MINHA VIDA NO ORÇAMENTO DAS FAMÍLIAS DAS CIDADES DE HORTOLÂNDIA E SUMARÉ","2015","Brasil","Português","","NAO","","","",9
"INICIACAO_CIENTIFICA","","Os espaços públicos do Centro de Campinas: na mira de um projeto de revistalização","2015","Brasil","Português","","NAO","","","",10
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Desenvolvimento da periferia de São Paulo: Estudo de caso da Vila Missionária","2015","Brasil","Português","","NAO","","","",11
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Gentrificação: causas, transformações e particularidades latinoamericanas","2015","Brasil","Português","","NAO","","","",12
"INICIACAO_CIENTIFICA","","Democracia nas ruas: um balanço das políticas de mobilidade na Cidade de São Paulo entre 2013 e 2016","2016","Brasil","Português","","NAO","","","",13
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Designer no mundo das grandes corporações: o caso da Disney","2011","Brasil","Português","","NAO","","","",14
