NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-CONGRESSO_Id
"Congresso","","1991","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",0
"Congresso","Mapping the housing system af- ter the neoliberal turn: evidence from Brazil.?","2016","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","Mapping the housing system af- ter the neoliberal turn: evidence from Brazil.?","NAO",1
"Congresso","","1998","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",2
"Congresso","Finances and real estate: new connections in an unending game?","2009","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",3
"Congresso","Operações Urbanas: Limites e Contradições","2011","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",4
"Congresso","Membro do Comitê Científico e coordenadora de Sessões Temáticas","2015","Brasil","","NAO_INFORMADO","","NAO","Moderador","Convidado","","","NAO",5
"Congresso","Who Builds our homes? The Power of Homebuliders in the Urban Landscapes in Brazil and the United States","2014","Japão","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",6
"Congresso","DIREITO À CIDADE NA MUNDIALIzAçãO FINANCEIRA: TRANSFORMAçõES RECENTES NA POLíTICA HABITACIONAL E NO CIRCUITO IMOBILIÁRIO NO BRASIL","2013","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","NAO",7
"Congresso","Real Estate Boom in Brazil: &#8232;growth machine, global finance and right to the city","2013","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","Real Estate Boom in Brazil: &#8232;growth machine, global finance and right to the city","NAO",8
"Congresso","","1992","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",9
"Congresso","Global City Sao Paulo: Financial Foundations of a Mirage","2006","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","Global City Sao Paulo: Financial Foundations of a Mirage","NAO",10
"Congresso","Finances and real estate: new connections in an unending game?","2000","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","Finances and real estate: new connections in an unending game?","NAO",11
"Congresso","Global finance and right to the city in Brazil","2013","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","Global finance and right to the city in Brazil","NAO",12
"Congresso","Housing Financialization Under Conditions of Dependent Capitalism? Evidences from Brazil","2017","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","Housing Financialization Under Conditions of Dependent Capitalism: Evidences from Brazil","NAO",13
"Congresso","El problema de la vivienda en la mundialización financiera: El caso de Brasil","2016","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","NAO",14
