NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","An Ultra-Fast User-Steered Segmentation Paradigm: Live-Wire-On-The-Fly","1999","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",0
"COMPLETO","Fast Holographic Stereograms Display using Shell Rendering and a Holographic Screen","1999","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","Fast Digital Perspective Shell Rendering","1999","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",2
"COMPLETO","Video Quality Assessment using Objective Parameters based on Image Segmentation","1998","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",3
"COMPLETO","Segmentation of 3D Objects using Live Wire","1997","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",4
"COMPLETO","Um Método Automático de Segmenção Nebulosa de Seqüencias de Vídeo Digital Baseado em Características Espaciais e Temporais","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",5
"COMPLETO","User-Steered Image Boundary Segmentation","1996","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",6
"COMPLETO","The Ordered Queue and the Optimality of the Watershed Approaches","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",7
"COMPLETO","Uma Metodologia para Teste de Conversores de Vídeo Composto - Vídeo Digital em Componentes Baseados em Análise Multidimensional.","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",8
"COMPLETO","Morphological Image Segmentation Applied to Video Quality Assessment","1998","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",9
"COMPLETO","An Adaptive and Efficient Clustering-Based Approach for Content Based Retrieval in Image Databases","2001","França","Inglês","IMPRESSO","","NAO","","","NAO",10
"COMPLETO","Design of Connected Operators using the Image Foresting Transform","2001","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",11
"COMPLETO","Multiscale Shape Representation by the Image Foresting Transform","2001","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",12
"COMPLETO","Fast Euclidean Distance Transform using a Graph-Search Algorithm","2000","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",13
"COMPLETO","On Shapes of Colors for Content-Based Image Retrieval","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",14
"COMPLETO","Fuzzy-Connected 3D Image Segmentation at Interactive Speeds","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",15
"COMPLETO","Shape-Based Interpolation Methods Applied to Medical Imaging","1993","Brasil","Português","IMPRESSO","","NAO","","","NAO",16
"RESUMO","Extending the Khoros to Support 3D-Imaging in Biomedical Computing","1992","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",17
"COMPLETO","Expansão do Ambiente Khoros para Visualização de Estruturas Biomédicas 3D","1992","Brasil","Português","IMPRESSO","","NAO","","","NAO",18
"COMPLETO","Visualização de Volumes Aplicada à Área Médica","1992","Brasil","Português","IMPRESSO","","NAO","","","NAO",19
"COMPLETO","Shape Description by Image Foresting Transform","2002","Grécia","Inglês","IMPRESSO","","NAO","","","NAO",20
"COMPLETO","A Comparative Analysis of Shell Rendering and Shear-Warp Rendering","2002","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",21
"COMPLETO","IFT-Watershed from a Gray Scale Marker","2002","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",22
"COMPLETO","E-Shell Rendering","2002","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",23
