NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Desenvolvimento de Algoritmos de Sub Estruturacao Para Elementos Finitos","1996","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"COMPLETO","Object Oriented Matrix Classes","1996","Itália","Inglês","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","Oopar : The Development Of An Environment For Parallel Computing Usingthe Object Oriented Programming Philosophy","1996","Hungria","Inglês","IMPRESSO","","SIM","","","NAO",2
"COMPLETO","Sobre A Implementacao da Condicao Inicial Em Problemas de Poroelasticidade Acoplada","1995","Brasil","Português","IMPRESSO","","NAO","","","NAO",3
"RESUMO","Um Sistema Orientado Para Objetos Para A Simulacao Acoplada de Efeitos Poroelasticos Em Rochas de Reservatorios Petroliferos","1995","Brasil","Português","IMPRESSO","","NAO","","","NAO",4
"COMPLETO","Modelo Matematico do Mecanismo de Abertura do Gerador Solar dos Sate- Lites do Programa CBERS","1995","Brasil","Português","IMPRESSO","","NAO","","","NAO",5
"COMPLETO","Formulacao Geometricamente Nao Linear de Porticos Planos","1995","Argentina","Português","IMPRESSO","","NAO","","","NAO",6
"COMPLETO","On The Development Of A Finite Element Approximation Of Two-Dimensional Elasticity","1994","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",7
"COMPLETO","A Matrix Free Techinique For Element-By-Element Residual Evaluation","1994","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",8
"COMPLETO","Efficiency Issues In An Object Programming Environment","1994","Grécia","Inglês","IMPRESSO","","NAO","","","NAO",9
"COMPLETO","On The Development Of A Finite Element Program Based On The Object Oriented Programming Philosophy","1993","Estados Unidos","Inglês","IMPRESSO","","SIM","","","NAO",10
"COMPLETO","On The Implementation Of The P-Adaptive Finite Element Method Using The Object Oriented Programming Philosophy","1992","Chile","Inglês","IMPRESSO","","NAO","","","NAO",11
"COMPLETO","Object Oriented Programming Applied To Massively Parallel Computing A C++ Interface To The Connection Mechine","1992","Bélgica","Inglês","IMPRESSO","","NAO","","","NAO",12
"COMPLETO","On The Development Of A Finite Element Program Based On The Object Oriented Programming Philosophy","1992","Bélgica","Inglês","IMPRESSO","","NAO","","","NAO",13
"COMPLETO","Two Level Hierachical Preconditioners For Finite Element Equations","1991","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",14
"COMPLETO","Finite Element Algorithm For Hyperbolic Conservation Laws With Forcingterms: Application To The Numerical Simulation Of Hydrazine Micro- Trhusters","1990","Alemanha","Inglês","IMPRESSO","","NAO","","","NAO",15
"COMPLETO","Recursive Elements, An Inexpensive Solution Process For Resolving Point Singularities In Elliptic Problems","1990","Alemanha","Inglês","IMPRESSO","","NAO","","","NAO",16
"RESUMO","Eficiencia do Multigrid Em Elementos Finitos e Sua Aplicacao A Problemas Convectivos","1990","Brasil","Português","IMPRESSO","","NAO","","","NAO",17
"RESUMO","On The Use Of The Object Oriented Programming Philosophy In Scientificcomputing","1990","Argentina","Inglês","IMPRESSO","","NAO","","","NAO",18
"COMPLETO","Object Oriented Programming In Scientific Computations: The Beginning Of A New Era","1990","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",19
"COMPLETO","Numerical Simulation Model Of Hydrazine Altitude Control Thrusters.","1989","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",20
"RESUMO","Implementacao da Tecnica de Multigrid Num Codigo de Elementos Finitos Unidimensional.","1989","Brasil","Português","IMPRESSO","","NAO","","","NAO",21
"COMPLETO","On The Similarity Betweem A Double Projection Bubnov Galerkin Method And The Petrov Galerkin","1988","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",22
"RESUMO","An H-P Adaptive Finite Element Method For The Numerical Simulation Of Compressible Flow.","1988","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",23
"RESUMO","Metodos Adaptativos Para Elementos Finitos","1988","Brasil","Português","IMPRESSO","","NAO","","","NAO",24
"COMPLETO","Variational Principles And Adaptive Methods For Complex Flow Problems.","1985","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",25
"RESUMO","A Fast Vector Algorithm For A Matrix Vector Multiply.","1983","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",26
"RESUMO","Finite Element Model Of A Plasma Spray Coating Process.","1983","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",27
"RESUMO","An Overlapping Block Iterative Scheme For Finite Element Methods.","1983","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",28
"COMPLETO","Tecnica de Multigrid Com Base Hierarquica Aplicada a um Codigo Bidimensional de Elementos Finitos.","1990","Brasil","Português","IMPRESSO","","NAO","","","NAO",29
"COMPLETO","Aproximação de arcos utilizando uma extensão da teoria de Timoshenko","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",30
"COMPLETO","Extensão da teoria de Reissner Mindlin para Cascas.","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",31
"COMPLETO","Paralelização de elementos finitos utilizando programação orientada para objetos","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",32
"COMPLETO","Behavior of a pre-conditioner using hierarchical bases","1998","Argentina","Português","MEIO_DIGITAL","","NAO","","","NAO",33
"COMPLETO","Tri Dimensional analysis of buildings using an object oriented environment","1998","Argentina","Inglês","MEIO_DIGITAL","","NAO","","","NAO",34
"COMPLETO","A Tri Dimensional corotacional formulation for dynamic elastic simulations","1998","Argentina","Inglês","MEIO_DIGITAL","","NAO","","","NAO",35
"COMPLETO","Object Oriented Programming Applied to the Development of Scientific Software","1998","Argentina","Inglês","MEIO_DIGITAL","","NAO","","","NAO",36
"COMPLETO","An object oriented environment for parallel finite element applications","1998","Argentina","Inglês","MEIO_DIGITAL","","NAO","","","NAO",37
"RESUMO","Formulação para placas e cascas multi-camadas inserida em um programa de elementos finitos h-p adaptativo","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",38
"RESUMO","Implementação Paralela de Solver Skyline","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",39
"RESUMO","Object Oriented tools for scientific computing","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",40
"COMPLETO","Formulação e implementação de cálculo de placas de material composto","1999","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",41
"COMPLETO","Sobre o refinamento uni-, bi- e tri-dimensional h-p adaptativo de elementos finitos","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",42
"RESUMO","PZ- Um ambiente para o desenvolvimento de programas de elementos finitos orientado para objetos","1996","Brasil","Português","IMPRESSO","","NAO","","","NAO",43
"RESUMO","Uma Comparação de soluções entre elementos finitos de barras de eixo curvo","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",44
"COMPLETO","Sobre a implementação de um refinamento h-p","1999","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",45
