NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A voz cantada no início do século XX: uma análise do comportamento vocal no período de transição do sistema mecânico para o sistema elétrico de gravação","2007","Brasil","Português","","NAO","","","",0
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Ablusado - O blues da MPB","2008","Brasil","Português","","NAO","","","",1
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Cantos Harmonicos","2009","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Sobre sambas","2009","Brasil","Português","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Canto Popular: Técnica e Expressão na busca de possibilidades interpretativas","2009","Brasil","Português","","NAO","","","",4
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Traia-me: análise e descrição do processo de criação e produção do espetáculo cenico-musical","2009","Brasil","Português","","NAO","","","",5
"INICIACAO_CIENTIFICA","","O uso da voz como instrumento por Milton Nascimento na década de 70","2010","Brasil","Português","","NAO","","","",6
"INICIACAO_CIENTIFICA","","O comportamento vocal em Maria João","2011","Brasil","Português","","NAO","","","",7
"INICIACAO_CIENTIFICA","","Ramo de Delírios - o nítido obscuro universo musical de Guinga","2012","Brasil","Português","","NAO","","","",8
"INICIACAO_CIENTIFICA","","Investigações sobre a eficácia da Técnica de Alexander na prática do canto","2012","Brasil","Português","","NAO","","","",9
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Do horizonte de verso","2013","Brasil","Português","","NAO","","","",10
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Não fosse isso e era menos, não fosse tanto e era quase","2013","Brasil","Português","","NAO","","","",11
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Um fio na garganta","2013","Brasil","Português","","NAO","","","",12
"INICIACAO_CIENTIFICA","","VIdalas a duo:cor e grito no canto ancestral argentino","2014","Brasil","Português","","NAO","","","",13
"INICIACAO_CIENTIFICA","","O Mar de Dorival Caymmi: uma análise semiótica da relação entre voz e violão","2015","Brasil","Português","","NAO","","","",14
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Astronauta no abismo, criatura sem Deus","2015","Brasil","Português","","NAO","","","",15
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Eu nunca mais vou voltar por aí","2015","Brasil","Português","","NAO","","","",16
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Insconstantinopla","2016","Brasil","Português","","NAO","","Insconstantinopla","",17
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Tormenta","2016","Brasil","Português","","NAO","","Tormenta","",18
"INICIACAO_CIENTIFICA","","O processo arqueológico do intérprete-criador","2014","Brasil","Português","","NAO","","","",19
