NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Demografia Econômica",0
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Demografia Econômica",1
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Capital Humano",2
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Capital Humano",3
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",4
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",5
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",6
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",7
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",8
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",9
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",10
"CIENCIAS_SOCIAIS_APLICADAS","","Distribuição Espacial","Distribuição Espacial Urbana",11
"CIENCIAS_SOCIAIS_APLICADAS","","Distribuição Espacial","Distribuição Espacial Urbana",12
"CIENCIAS_SOCIAIS_APLICADAS","","Distribuição Espacial","Distribuição Espacial Urbana",13
"CIENCIAS_SOCIAIS_APLICADAS","","Distribuição Espacial","Distribuição Espacial Urbana",14
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",15
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",16
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",17
"CIENCIAS_SOCIAIS_APLICADAS","","Mercado de Trabalho","",18
"CIENCIAS_SOCIAIS_APLICADAS","","","",19
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",20
"CIENCIAS_SOCIAIS_APLICADAS","","ECONOMIA SOCIAL E DO TRABALHO","",21
"CIENCIAS_SOCIAIS_APLICADAS","","Economias Agrária e dos Recursos Naturais","Economia Agrária",22
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",23
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",24
"CIENCIAS_SOCIAIS_APLICADAS","","","",25
"CIENCIAS_SOCIAIS_APLICADAS","","","",26
"CIENCIAS_SOCIAIS_APLICADAS","","Mercado de Trabalho","Mercado de trabalho feminino",27
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",28
"CIENCIAS_SOCIAIS_APLICADAS","","Mercado de Trabalho","",29
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",30
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",31
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",32
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",33
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",34
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",35
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",36
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",37
"CIENCIAS_SOCIAIS_APLICADAS","","","",38
"CIENCIAS_SOCIAIS_APLICADAS","","","",39
"CIENCIAS_SOCIAIS_APLICADAS","","","",40
"CIENCIAS_SOCIAIS_APLICADAS","","","",41
"CIENCIAS_SOCIAIS_APLICADAS","","","",42
"CIENCIAS_SOCIAIS_APLICADAS","","","",43
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",44
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","",45
"CIENCIAS_SOCIAIS_APLICADAS","","Economia do Bem-Estar Social","Economia dos Programas de Bem-Estar Social",46
"CIENCIAS_SOCIAIS_APLICADAS","","Distribuição Espacial","Distribuição Espacial Rural",47
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",48
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",49
"CIENCIAS_SOCIAIS_APLICADAS","","","",50
"CIENCIAS_SOCIAIS_APLICADAS","","Mercado de Trabalho","",51
"CIENCIAS_SOCIAIS_APLICADAS","","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",52
