PROJETO-DE-PESQUISA_Id,SEQUENCIA-PROJETO,ANO-INICIO,ANO-FIM,NOME-DO-PROJETO,SITUACAO,NATUREZA,NUMERO-GRADUACAO,NUMERO-ESPECIALIZACAO,NUMERO-MESTRADO-ACADEMICO,NUMERO-MESTRADO-PROF,NUMERO-DOUTORADO,DESCRICAO-DO-PROJETO,IDENTIFICADOR-PROJETO,DESCRICAO-DO-PROJETO-INGLES,NOME-DO-PROJETO-INGLES,FLAG-POTENCIAL-INOVACAO,NOME-COORDENADOR-CERTIFICACAO,DATA-CERTIFICACAO,NUMERO_TECNICO_NIVEL_MEDIO,PARTICIPACAO-EM-PROJETO_Id
0,"1","1998","2003","Sistemas Avançados de Informação (PRONEX/SAI), no. 7697102200, Convênio Pronex Finep, coordenador Tomasz Kowaltowski.","CONCLUIDO","PESQUISA","","","","","","projeto de pesquisa para o desenvolvimento de sistemas avançados de informação.","","","","NAO","","","",0
1,"1","1999","2001","Projeto ACCORDS: Automatic Configuration and Monitoring of Component-based Distributed Systems, CNPq/NSF Collaborative Research Program, no. 680037/99-3, coordenador: Siang W. Song","CONCLUIDO","PESQUISA","","","2","","1","Pesquisa de técnicas e ferramentas para sistemas distribuídos configurados automaticamente
e confiáveis.","","","","NAO","","","",1
2,"1","2003","2007","Projeto do Ambiente de desenvolvimento integrado BELLATRIX (Component-based integrated development environment) em parceira com a empresa Autbank, São Paulo.","CONCLUIDO","PESQUISA","0","0","3","2","2","Projeto "free software" para o desenvolvimento de um ambiente integrado para confecção de sistemas baseados em componentes usando a plataforma Eclipse.

Valor do Financiamento: R$ 10.000,00 ao ano.

Prazo: março/2003 a fev/2007

Grupos/Linhas de pesquisa do Projeto: Sistemas de Informação/Engenharia de Software e Sistemas de Informação/Ambientes e paradigmas de programação.

Tipo Financiamento: Bolsa Mestrado, Auxílio a Pesquisa.

Tipo do Projeto: Pesquisa Aplicada

Tipo de Envolvimento do Contrato: projeto institucional.","","","","NAO","","","",2
3,"1","2004","2005","Projeto e-labora, TIDIA/Aprendizado Eletrônico (Ae), FAPESP, no. 03/08114-3, coordenadora: Profa. Heloísa Rocha.","CONCLUIDO","DESENVOLVIMENTO","","","","","","Desenvolvimento de uma plataforma para aprendizado eletrônico usando Internet Rápida.

Órgão Financiador: Fapesp, no. 03/08114

Grupos/Linhas de pesquisa: Aplicações/Informãtica na Educação e Sistemas de Informação/Engenharia de Software","","","","NAO","","","",3
4,"1","2004","2007","Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04.","CONCLUIDO","DESENVOLVIMENTO","0","0","7","2","4","Projeto ``CompGov: Biblioteca Compartilhada de Componentes para
E-gov'', FINEP,  proc.  1843/04, chamada  pública MCT/FINEP/Ação
Transversal-Biblioteca de Componentes 05/2004, período: 01/12/2004 a
01/12/2006, Executor: C.E.S.A.R-Centro de Estudos e Sistemas Avançados
do Recife, Colaboradores: empresa Ci&T, UFPE, UFPB, UNICAMP, CENPRA, valor: R$
1.799.653,80 (hum milhão, setecentos e noventa e nove mil, seiscentos
e cinquenta e três reais, oitenta centavos), coordeandora da UNICAMP:
C.M.F.Rubira.","","","","NAO","","","",4
5,"1","2005","2007","Um Método de desenvolvimento e testes para Sistemas Baseados em Componentes com Tratamento de Exceções, FAPESP, no. 2004/10663-8.","CONCLUIDO","PESQUISA","","","4","","3","Este é um projeto individual Fapesp com a participação das professoras Eliane Martins do IC-UNICAMP e Ana Cristina Vieira Melo do IME-USP.","","","","NAO","","","",5
6,"1","2005","2006","Benchmarking da Confiança no Funcionamento de Componentes de Software, projeto CAPES/GRICES, no.125/05","CONCLUIDO","PESQUISA","","","3","","2","Projeto CAPES/GRICES, no. 125/05, com a Universidade de Coimbra, Portugal, com foco em cooperação entre pesquisadores brasileiros e portugueses.","","","","NAO","","","",6
7,"1","2007","2009","Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal.","EM_ANDAMENTO","PESQUISA","","","3","","3","","","","","NAO","","","",7
8,"1","2004","2007","Um ambiente integrado de desenvolvimento para a construcao de arquiteturas de software baseadas em componentes, Processo 305723/2003-0, CNPq, PQ - Produtividade em Pesquisa.","CONCLUIDO","PESQUISA","","","4","","2","1. Valor do Financiamento/Projeto:
2. Mês/Ano de Início e Mês/Ano de término: 3/2004 a 2/2007
3. Número do Processo: CNPq, 305723/2003-0
4. Grupos/linhas de pesquisa em que se insere o projeto: Sistemas de Informação/Engenharia de Software 
5. Tipo de Financiamento: Bolsa Produtividade
6. Tipo do Projeto: Pesquisa Aplicada
7. Tipo de Envolvimento do Contrato: Projeto Individual","","","","NAO","","","",8
9,"1","2007","2010","Uma Abordagem Arquitetural para o Desenvolvimento do Comportamento Excepcional de Sistemas Confiáveis Baseados em Componentes, Processo no. 301446/2006-7, CNPq, PQ - Produtividade em Pesquisa.","EM_ANDAMENTO","PESQUISA","","","3","","2","1. Valor do Financiamento/Projeto: R$ 72.000,00
2. Mês/Ano de Início e Mês/Ano de término: 3/2007 a 2/2010
3. Número do Processo: CNPq, 301446/2006-7
4. Grupos/linhas de pesquisa em que se insere o projeto: Sistemas de Informação/Engenharia de Software e Sistemas de Computação/Sistemas Tolerantes a Falhas
5. Tipo de Financiamento: Bolsa Produtividade em Pesquisa, nível 1D.
6. Tipo do Projeto: Pesquisa Aplicada
7. Tipo de Envolvimento do Contrato: Projeto Individual","","","","NAO","","","",9
10,"1","2003","2006","Tratamento de Exceções no Desenvolvimento de Sistemas Tolerantes a Falhas, processo no. 02/13996-2, Fapesp.","CONCLUIDO","PESQUISA","","","","","1","","","","","NAO","","","",10
11,"1","2006","2009","Uma Abordagem Arquitetural para o Desenvolvimento Rigoroso de Sistemas Confiáveis Baseados em Componentes, processo no. 06/02116-2, FAPESP.","EM_ANDAMENTO","PESQUISA","","","","","1","bolsa de doutorado, FAPESP, proc.#2006/02116-2.","","","","NAO","","","",11
12,"1","2007","2009","BIO-CORE:Ferramentas, modelos e técnicas para apoio à pesquisa em biodiversidade","EM_ANDAMENTO","PESQUISA","","","","","","CNPq, proc.no.550890/2007-6, início: 11/12/2007,  término: 11/12/2009, coordenadora:  Claudia Bauzer Medeiros, IC-UNICAMP, 2007, valor: R$ 506.302,56.
A pesquisa em biodiversidade requer correlacionar uma grande variedade de dados sobre seres vivos e sobre seus habitats, integrando uma série de informações heterogêneas e distribuídas. O objetivo do BIO-CORE (BIOdiversity and COmputing REsearch) é especificar e desenvolver ferramentas computacionais que permitam aos cientistas deste domínio
gerenciar e compartilhar seus dados, auxiliando-os na construção de modelos complexos e na análise e modelagem de ecossistemas, incluindo a descoberta de novos relacionamentos e interações entre espécies. Baseadas em serviços Web, tais ferramentas permitirão apoiar a
cooperação entre pesquisadores em Ciências Biológicas pertencentes a grupos com distintos interesses, vocabulários e visões do mundo.","","","","NAO","","","",12
13,"2","2008","2012","RobustWeb: Construção e validação de aplicações robustas baseadas em Serviços Web","CONCLUIDO","PESQUISA","","","","","","Coordenadores:   Eliane Martins-UNICAMP-Brasil,  Ana  Rosa  Cavalli/Institut  Nat. des Télécommunications-França, CAPES-COFECUB Brasil/França,2009, proc.623/2009, CAPES.

As aplicações orientadas a serviços têm como característica serem
altamente distribuídas e  dinâmicas.  Além disso, elas utilizam
serviços dos quais só se conhece a interface de utilização. Pouca ou
quase  nenhuma  informação  sobre  a qualidade  dos  mesmos  é
disponibilizada.  Portanto, as chances de mau funcionamento são
inúmeras, podendo acarretar em grandes perdas para as empresas ou
organizações. Neste projeto, nos propomos a elaborar diretrizes e
indicar técnicas que permitam não somente a criação de aplicações SOA
baseadas em WS que sejam robustas, mas também criar e avaliar métodos
e ferramentas que possibilitem validar os serviços de forma isolada e
sob aspectos de interoperabilidade, visando determinar se a aplicação
final possui as qualidades desejadas.","","Coordenadores:   Eliane Martins-UNICAMP-Brasil,  Ana  Rosa  Cavalli/Institut  Nat. des Télécommunications-França, CAPES-COFECUB Brasil/França,2009, proc.623/2009, CAPES.

As aplicações orientadas a serviços têm como característica serem
altamente distribuídas e  dinâmicas.  Além disso, elas utilizam
serviços dos quais só se conhece a interface de utilização. Pouca ou
quase  nenhuma  informação  sobre  a qualidade  dos  mesmos  é
disponibilizada.  Portanto, as chances de mau funcionamento são
inúmeras, podendo acarretar em grandes perdas para as empresas ou
organizações. Neste projeto, nos propomos a elaborar diretrizes e
indicar técnicas que permitam não somente a criação de aplicações SOA
baseadas em WS que sejam robustas, mas também criar e avaliar métodos
e ferramentas que possibilitem validar os serviços de forma isolada e
sob aspectos de interoperabilidade, visando determinar se a aplicação
final possui as qualidades desejadas.","RobustWeb: Construção e validação de aplicações robustas baseadas em Serviços Web","NAO","","","",13
14,"3","2010","2014","Evolução de Variabilidades em Linhas de Produto Software baseadas em Componentes","CONCLUIDO","PESQUISA","1","","8","","2","1. Valor do Financiamento/Projeto: R$ 96.000,00
2. Mês/Ano de Início e Mês/Ano de término: 3//2010 a 2/2014
3. Número do Processo CNPq 305331/2009-4
4. Grupos/linhas de pesquisa em que se insere o projeto: Sistemas de Informação/Engenharia de Software e Sistemas de Computação/Sistemas Tolerantes a Falhas
5. Tipo de Financiamento: Bolsa Produtividade em Pesquisa, nível 1D.
6. Tipo do Projeto: Pesquisa Aplicada
7. Tipo de Envolvimento do Contrato: Projeto Individual","","1. Valor do Financiamento/Projeto: R$ 96.000,00
2. Mês/Ano de Início e Mês/Ano de término: 3//2010 a 2/2014
3. Número do Processo CNPq 305331/2009-4
4. Grupos/linhas de pesquisa em que se insere o projeto: Sistemas de Informação/Engenharia de Software e Sistemas de Computação/Sistemas Tolerantes a Falhas
5. Tipo de Financiamento: Bolsa Produtividade em Pesquisa, nível 1D.
6. Tipo do Projeto: Pesquisa Aplicada
7. Tipo de Envolvimento do Contrato: Projeto Individual","Evolução de Variabilidades em Linhas de Produto Software baseadas em Componentes","NAO","","","",14
