SITUACAO,TITULO,ANO_DO_ARTIGO
COMPLETO,Análise das Operações de Cross-Hedge do Bezerro e do Hedge de Boi Gordo no Mercado Futuro da BM&F,2003
COMPLETO,Uma análise da alocação de contratos futuros sobre commodities em portfólios diversificados,2010
COMPLETO,Futuros agropecuários em portfólios de máxima utilidade esperada,2009
COMPLETO,Balance contable de las naciones de acuerdo con los escenarios de cambios climáticos globales,2009
COMPLETO,Gestão imprudente do risco financeiro como elemento de destruição de valor: uma reflexão a partir do uso de derivativos por empresas líderes brasileiras,2010
COMPLETO,Posições dinâmicas em futuros agropecuários aumentam o desempenho de uma carteira de investimentos diversificada?,2010
COMPLETO,Apreçamento de opções sobre taxa de câmbio R$/US$ negociadas no Brasil: uma comparação entre os modelos Black e redes neurais artificiais,2012
COMPLETO,Uma análise da gestão de risco de preço por parte dos produtores de café arábica no Brasil,2012
COMPLETO,Excesso de confiança em relação aos preços de venda: um estudo entre cafeicultores,2013
COMPLETO,IMPACTO DOS CONTRATOS FUTUROS DO IBOVESPA NA VOLATILIDADE DOS ÍNDICES DE AÇÕES NO BRASIL: UMA ANÁLISE NA CRISE DO SUBPRIME,2012
COMPLETO,Comportamento dos estabelecimentos de pequeno porte na indústria de transformação no Brasil no período 2000 a 2010 ? uma avaliação em dois setores contrastantes,2013
COMPLETO,Pequenas empresas industriais de longa permanência no mercado: uma análise a partir da literatura e de evidências empíricas,2014
COMPLETO,Influence of farmers? behavioral attitudes on hedging decisions,2014
COMPLETO,Derivativos sobre Commodities Influenciam a Volatilidade dos Preços à Vista? Uma análise nos mercados de boi gordo e café arábica no Brasil,2014
COMPLETO,O EFEITO DOS FUNDOS DE PRIVATE EQUITY NAS COTAÇÕES DAS AÇÕES DE EMPRESAS COM ABERTURA DE CAPITAL NO BRASIL ENTRE 2004 A 2007,2014
COMPLETO,Novas formas de organização nas cadeias agropecuárias brasileiras: tendências recentes,2014
COMPLETO,Formas Plurais de Governança: uma análise das transações de suprimento entre frigoríficos e pecuaristas,2014
COMPLETO,Cointegration and causality-in-mean and variance tests: Evidence of price discovery for Brazilian cross-listed stocks,2014
COMPLETO,Governança Corporativa e Custo de Capital de Terceiros: Evidências entre Empresas Brasileiras de Capital Aberto,2016
COMPLETO,A Relação entre a Governança Corporativa e a Estrutura de Capital das Empresas Brasileiras no Período 2000-2013,2016
COMPLETO,Futures Price Response to Crop Reports in Grain Markets,2016
COMPLETO,The Reaction of Coffee Futures Price Volatility to Crop Reports,2017
COMPLETO,FATORES DETERMINANTES DO USO DE INSTRUMENTOS DE GESTÃO DE RISCO DE PREÇO POR PECUARISTAS DE CORTE DO ESTADO DE SÃO PAULO,2013
