NATUREZA,TITULO-DO-ARTIGO,ANO-DO-ARTIGO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-ARTIGO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ARTIGO-PUBLICADO_Id
"COMPLETO","Four Additional Meroterpenes Produced by Penicillium sp. Found in Association with Melia azedarach. Possible Biosynthetic Intermediates to Austin","2007","","Inglês","VARIOS","","SIM","10.1002/chin.200747182","Four Additional Meroterpenes Produced by Penicillium sp. Found in Association with Melia azedarach. Possible Biosynthetic Intermediates to Austin","NAO",0
"COMPLETO","Co-production of Bis-phenylpropanoid amides and Meroterpenes by an Endophytic Penicillium brasilianum found in root bark of Melia azedarach","2009","","Inglês","IMPRESSO","","SIM","","","NAO",1
"COMPLETO","Preaustinoid A: a meroterpene produced by       <i>Penicillium sp</i>       .","2009","","Inglês","MEIO_DIGITAL","","SIM","10.1107/S1600536808043481","Preaustinoid A: a meroterpene produced by      .","NAO",2
"COMPLETO","Biosynthesis of Phenylpropanoid Amides by an Endophytic Penicillium brasilianum Found in Root Bark of Melia azedarach","2010","","Inglês","VARIOS","","SIM","","","NAO",3
"COMPLETO","Endophytic Fungi as source of biofuel precursors","2011","","Inglês","NAO_INFORMADO","","NAO","","","NAO",4
"COMPLETO","Oxidative Potential of Some Endophytic Fungi Using 1-Indanone as a Substrate","2012","","Português","MEIO_DIGITAL","[doi:10.4014/jmb.1112.12014]","NAO","10.4014/jmb.1112.12014","","NAO",5
"COMPLETO","Diclavatol and tetronic acids from <i>Penicillium griseoroseum</i>","2013","","Inglês","MEIO_DIGITAL","[doi:10.1080/14786419.2011.647021]","NAO","10.1080/14786419.2011.647021","","NAO",6
"COMPLETO","Unsymmetrical 1,5-diaryl-3-oxo-1,4-pentadienyls and their evaluation as antiparasitic agents","2013","","Inglês","MEIO_DIGITAL","[doi:10.1016/j.bmc.2013.12.020]","NAO","10.1016/j.bmc.2013.12.020","","NAO",7
"COMPLETO","Time course production of indole alkaloids by an endophytic strain of <i>Penicillium brasilianum</i> cultivated in rice","2012","","Inglês","MEIO_DIGITAL","[doi:10.1080/14786419.2012.701210]","NAO","10.1080/14786419.2012.701210","","NAO",8
"COMPLETO","Diclofenac on boron-doped diamond electrode: from electroanalytical determination to prediction of electrooxidation mechanism with HPLC-ESI-HR-MS and computational simulations","2014","","Inglês","MEIO_DIGITAL","[doi:10.1021/la4044123]","NAO","10.1021/la4044123","","NAO",9
"COMPLETO","Biosynthesis of Bromoroquefortines in a High Saline Medium by , a Terrestrial Endophyte Collected from","2014","","Inglês","MEIO_DIGITAL","[doi:10.1002/hlca.201300447]","NAO","10.1002/hlca.201300447","","NAO",10
"COMPLETO","Insights into electrodegradation mechanism of tebuconazole pesticide on Bi-doped PbO2 electrodes","2014","","Inglês","MEIO_DIGITAL","[doi:10.1016/j.electacta.2014.12.062]","NAO","10.1016/j.electacta.2014.12.062","","NAO",11
"COMPLETO","Enzymatic Potential of Mucor inaequisporus for Naringin Biotransformation, Accessed by Fractional Factorial Design and Mass Spectrometry Analysis","2014","","Português","MEIO_DIGITAL","","NAO","","","NAO",12
"COMPLETO","Biosynthesis and mass spectral fragmentation pathways of <sup>13</sup> C and <sup>15</sup> N labeled cytochalasin D produced by <i>Xylaria arbuscula</i>","2017","","Inglês","MEIO_DIGITAL","[doi:10.1002/jms.3922]","NAO","10.1002/jms.3922","","NAO",13
"COMPLETO","Copper and Manganese Cations Alter Secondary Metabolism in the Fungus <i>Penicillium brasilianum</i>","2016","","Inglês","MEIO_DIGITAL","[doi:10.5935/0103-5053.20160163]","NAO","10.5935/0103-5053.20160163","","NAO",14
"COMPLETO","Microbial diversification of Diels-Alder cycloadducts by whole cells of Penicillium brasilianum","2016","","Inglês","MEIO_DIGITAL","[doi:10.1007/s11030-016-9680-0]","NAO","10.1007/s11030-016-9680-0","","NAO",15
"COMPLETO","A Common Origin for Guanidinobutanoate Starter Units in Antifungal Natural Products","2013","","Inglês","MEIO_DIGITAL","[doi:10.1002/anie.201308136]","NAO","10.1002/anie.201308136","","NAO",16
"COMPLETO","Insights into Penicillium brasilianum Secondary Metabolism and Its Biotechnological Potential","2017","","Inglês","MEIO_DIGITAL","[doi:10.3390/molecules22060858]","NAO","10.3390/molecules22060858","","NAO",17
"COMPLETO","Neoaustin: a meroterpene produced by       <i>Penicillium sp</i>       .","2009","","Português","MEIO_DIGITAL","","SIM","10.1107/S1600536809006618","Neoaustin: a meroterpene produced by      .","NAO",18
