NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_SOCIAIS_APLICADAS","","Economias Agrária e dos Recursos Naturais","Economia Agrícola",0
"CIENCIAS_SOCIAIS_APLICADAS","","Administração de Empresas","Administração Financeira",1
"CIENCIAS_SOCIAIS_APLICADAS","","","",2
"CIENCIAS_SOCIAIS_APLICADAS","","Economias Agrária e dos Recursos Naturais","Economia Agrícola",3
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","Métodos e Modelos Matemáticos, Econométricos e Estatísticos",4
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","",5
"CIENCIAS_SOCIAIS_APLICADAS","","Administração de Empresas","Administração Financeira",6
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","",7
"CIENCIAS_SOCIAIS_APLICADAS","","Economia de Empresas","",8
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","",9
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","",10
"CIENCIAS_SOCIAIS_APLICADAS","","Métodos Quantitativos em Economia","Métodos e Modelos Matemáticos, Econométricos e Estatísticos",11
