NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Análise das operações de cross-hedge do bezerro no mercado futuro do boi gordo na BM&F","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
"RESUMO","Reestruturação da Produção Cafeeira e o Papel das Organizações Privadas: o Caso Caccer","1998","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",1
"RESUMO","The coffee agribusiness system in Brazil after market deregulation and the role of private organizations","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",2
"COMPLETO","Análise de eficiência, co-integração e exogeneidade nos mercados futuros de café na BM&F, NYBOT e LIFFE","2007","Brasil","Português","MEIO_MAGNETICO","[http://www.sober.org.br/palestra/6/442.pdf]","NAO","","","NAO",3
"COMPLETO","Uma análise da alocação de contratos futuros sobre commodities em portfólios diversificados","2009","Brasil","Português","OUTRO","[http://www.sober.org.br/palestra/13/17.pdf]","NAO","","","NAO",4
"COMPLETO","Balance contable de las naciones de acuerdo con los escenarios de cambios climáticos globales.","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",5
"COMPLETO","Apreçamento de opções de dólar no Brasil: uma avaliação dos modelos de redes neurais","2009","Brasil","Português","MEIO_DIGITAL","[http://www.anpec.org.br/encontro2009/inscricao.on/arquivos/000-142de10b330dfb693cc723af1184223e.pdf]","NAO","","","NAO",6
"COMPLETO","Estimating the Brazilian Central Bank?s Reaction Function by Fuzzy Inference System.","2010","Alemanha","Inglês","NAO_INFORMADO","[http://www.mathematik.uni-marburg.de/~ipmu2010/schedule.html]","NAO","","","NAO",7
"COMPLETO","A comparative analysis of neurofuzzy, ANN and ARIMA models for Brazilian stock index forecasting.","2010","Grã-Bretanha","Inglês","NAO_INFORMADO","[http://editorialexpress.com/conference/CEF2010/program/CEF2010.html]","NAO","","","NAO",8
"COMPLETO","Impacto dos Contratos Futuros de Ibovespa na Volatilidade dos Índices de Ações no Brasil: Uma Análise na Crise do Subprime","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",9
"COMPLETO","Gestão imprudente do risco financeiro como elemento de destruição de valor: uma reflexão a partir do uso de derivativos em empresas líderes brasileiras","2010","França","Espanhol","NAO_INFORMADO","","NAO","","","NAO",10
"COMPLETO","Efetividade e razão ótima de hedge no mercado futuro de café: uma comparação entre diferentes métodos.","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",11
"COMPLETO","Posições dinâmicas em futuros agropecuários aumentam o desempenho de uma carteira de investimentos diversificada?","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",12
"COMPLETO","Precificação de opções de taxa de juros no Brasil: uma análise dos modelos de Black, Vasicek,CIR e redes neurais recorrentes.","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",13
"COMPLETO","The Volatility of U.S. Dollar Futures and Spot Prices Volatility in Brazil: An Analysis of Causality in the Subprime Crisis.","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",14
"COMPLETO","VIESES COGNITIVOS ENTRE CAFEICULTORES: UM ESTUDO SOBRE EXCESSO DE CONFIANÇA EM PREÇOS","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",15
"RESUMO_EXPANDIDO","GERENCIAMENTO DOS FLUXOS DE AJUSTES DIÁRIOS NOS MERCADOS FUTUROS DE CAFÉ ARÁBICA E DE BOI GORDO DA BM&FBOVESPA","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",16
"COMPLETO","AVALIAÇÃO POR MÚLTIPLOS: UMA ANÁLISE ENTRE DIVERSOS DRIVERS DE VALOR E DIFERENTES CRITÉRIOS DE AGRUPAMENTO DE EMPRESAS","2011","Brasil","Português","MEIO_DIGITAL","[http://www.anpad.org.br/evento.php?acao=trabalho&cod_edicao_subsecao=736&cod_evento_edicao=58&cod_edicao_trabalho=13503#self]","NAO","","","NAO",17
"COMPLETO","AN ANALYSIS OF PRICE RISK MANAGEMENT BY THE PRODUCERS OF ARABICA COFFEE IN BRAZIL","2011","Argentina","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",18
"COMPLETO","DERIVATIVOS SOBRE COMMODITIES INFLUENCIAM A VOLATILIDADE DOS PREÇOS À VISTA? UMA ANÁLISE NOS MERCADOS DE BOI GORDO E CAFÉ ARÁBICA","2011","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",19
"RESUMO_EXPANDIDO","Aspectos comportamentais são determinantes na decisão do uso de contratos futuros entre os cafeicultores brasileiros?","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",20
"RESUMO_EXPANDIDO","Impacto da negociação de contratos futuros de café por diferentes agentes de mercado sobre a volatilidade dos preços à vista","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",21
