NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A utilização dos mercados futuros na proteção contra riscos de preço na agropecuária brasileira","2006","Brasil","Português","","NAO","","","",0
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O impacto da introdução de fundos alavancados em uma carteira de ações","2008","Brasil","Português","","NAO","","","",1
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Diversificação internacional de carteira: um estudo sobre a co-integração dos índices S&P500, Ibovespa, FTSE-100 e Nikkey 225","2007","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","ESTUDO DO COMPORTAMENTO DA BASE EM OPERAÇÕES DE HEDGE NO MERCADO FUTURO DE BOI GORDO DA BM&F","2007","Brasil","Afar","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Efetividade das Operações de Hedge no Mercado de Milho com a Utilização de Contratos Futuros da BM&F e da CBoT","2007","Brasil","Português","","NAO","","","",4
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Gerenciamento do Risco Sistemático de uma Carteira de Ações com a Utilização de Derivativos","2008","Brasil","Português","","NAO","","","",5
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise da inserção de índice de commodities em uma carteira diversificada","2008","Brasil","Português","","NAO","","","",6
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise da introdução de fundos imobiliários em uma carteira de investimentos","2008","Brasil","Português","","NAO","","","",7
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise de investimento e seleção de carteiras para pequenos investidores brasileiros","2008","Brasil","Português","","NAO","","","",8
"INICIACAO_CIENTIFICA","","Gerenciamento dos fluxos de ajustes diários nos mercados futuros de café arábica e de boi gordo da BM&FBOVESPA","2010","Brasil","Português","","NAO","","","",9
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Uma análise sobre a gestão de risco de mercado em corporações não financeiras","2009","Brasil","Português","","NAO","","","",10
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise de performance de carteiras de ativos com inserção de títulos de empresa com boas práticas de governança corporativa","2010","Brasil","Português","","NAO","","","",11
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Efetividade e Razão Ótima de Hedge no Mercado Futuro de Café Arábica: Análise Comparativa entre a Abordagem Tradicional e a Teoria do Portfólio.","2010","Brasil","Português","","NAO","","","",12
"INICIACAO_CIENTIFICA","","Uma análise da relação entre os preços à vista e futuro no mercado de câmbio do Brasil","2010","Brasil","Português","","NAO","","","",13
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise do desempenho de empresas de diferentes níveis de governança corporativa na BM&FBOVESPA nos períodos pré, durante e pós crise do subprime","2010","Brasil","Português","","NAO","","","",14
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise da eficiência no processo de avaliação relativa de ativos por múltiplos em seus diversos drivers de valor","2010","Brasil","Português","","NAO","","","",15
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise da eficiência do Ibovespa e do IBrX como indicadores de mercado","2011","Brasil","Português","","NAO","","","",16
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","DESEMPENHO DAS EMPRESAS APÓS IPO: ANÁLISE DA IMPORTÂNCIA DOS FUNDOS DE PRIVATE EQUITY","2011","Brasil","Português","","NAO","","","",17
"INICIACAO_CIENTIFICA","","ANÁLISE DO DESEMPENHO ECONÔMICO-FINANCEIRO DAS EMPRESAS AGROINDUSTRAIS DE CAPITAL ABERTO NO BRASIL","2011","Brasil","Português","","NAO","","","",18
"INICIACAO_CIENTIFICA","","EFEITO DA NEGOCIAÇÃO DE FUTUROS NA VOLATILIDADE DOS PREÇOS À VISTA: EVIDÊNCIA NO MERCADO BRASILEIRO DE ETANOL","2011","Brasil","Português","","NAO","","","",19
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Processo de Abertura de Capital das Empresas Brasileiras: Desafios e Incentivos","2011","Brasil","Português","","NAO","","","",20
