NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-CONGRESSO_Id
"Congresso","","2010","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",0
"Congresso","Por uma economia política da financeirização: teoria e evidências","2017","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","NAO",1
"Congresso","Sessão Plenária 1: Por que ler os clássicos?","2010","Brasil","","NAO_INFORMADO","","NAO","Moderador","Convidado","","","NAO",2
"Congresso","The Bank of the brazil: the Path since the mid-90s","2008","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",3
"Congresso","","2016","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",4
"Congresso","Orientadora do trabalho: A Política Fiscal nos EUA: 1980 - 2005","2007","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",5
"Congresso","Reflexões sobre o financiamento na economia brasileira","2000","Brasil","","NAO_INFORMADO","","NAO","Outras Formas","Participante","","","NAO",6
"Congresso","","2009","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",7
"Congresso","","2012","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",8
"Congresso","Orientadora do trabalho: O Financiamento do Comércio Exterior Brasileiro pelo Banco do Brasil: 1996-2006","2008","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",9
"Congresso","Crises financeiras num contexto de globalização: avaliação de algumas proposições teóricas recentes","1999","Uruguai","","NAO_INFORMADO","","NAO","Outras Formas","Participante","","","NAO",10
"Congresso","","2011","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",11
"Congresso","Inflation targeting: lessons from the Greenspan era","2007","Inglaterra","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",12
"Congresso","ECONOMIA POLÍTICA","2016","Brasil","","NAO_INFORMADO","","NAO","Moderador","Convidado","","","NAO",13
"Congresso","","2013","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",14
