NATUREZA,TITULO-DO-ARTIGO,ANO-DO-ARTIGO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-ARTIGO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ARTIGO-PUBLICADO_Id
"COMPLETO","Instabilidade financeira numa economia de mercado de capitais","1998","","Português","IMPRESSO","","SIM","","","NAO",0
"COMPLETO","Juro a termo e ciclo de preço de ativos","1999","","Afrikaans","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","Meta inflacionária, juros e preços no varejo brasileiro","2001","","Português","IMPRESSO","","NAO","","","NAO",2
"COMPLETO","Reflexões sobre o financiamento na economia brasileira","2002","","Português","IMPRESSO","","SIM","","","NAO",3
"COMPLETO","Resenha: Macroeconomia de inspiração keynesiana","1999","","Português","NAO_INFORMADO","","NAO","","","NAO",4
"COMPLETO","Controle de capitais e reformas liberais","2006","","Português","NAO_INFORMADO","","NAO","","","NAO",5
"COMPLETO","A hipótese da instabilidade financeira de Minsky","1998","","Português","NAO_INFORMADO","","NAO","","","NAO",6
"COMPLETO","Metas de inflação: lições da era Greenspan","2009","","Português","NAO_INFORMADO","","NAO","","","NAO",7
"COMPLETO","A trajetória do Banco do Brasil no período recente, 2001-2006: banco público ou banco estatal 'privado'?","2009","","Inglês","MEIO_DIGITAL","","SIM","10.1590/S1415-98482009000100003","A trajetória do Banco do Brasil no período recente, 2001-2006: banco público ou banco estatal "privado"?","NAO",8
"COMPLETO","Cooperação financeira no Mercosul e o financiamento do investimento","2013","","Inglês","MEIO_DIGITAL","","SIM","10.1590/s0103-63512013000100006","Cooperação financeira no Mercosul e o financiamento do investimento","NAO",9
"COMPLETO","A Importância de Instituições Financeiras Regionais para o Fortalecimento da Integração Econômica entre os Países do Mercosul","2011","","Português","MEIO_DIGITAL","","NAO","","","NAO",10
"COMPLETO","Crises in the financial regulation of finance-led capitalism: a Minskyan analysis","2009","","Português","NAO_INFORMADO","","NAO","","","NAO",11
"COMPLETO","Novoclássicos e novokeynesianos: algumas considerações sobre as semelhanças e diferenças nos fundamentos microeconômicos e no tratamento da dicotomia entre fenômenos monetários e reais","1999","","Português","NAO_INFORMADO","","NAO","","","NAO",12
"COMPLETO","Considerações sobre a noção de concorrência na teoria econômica","1995","","Português","NAO_INFORMADO","","NAO","","","NAO",13
"COMPLETO","Outras considerações sobre a noção de concorrência ns teoria econômica","1995","","Português","NAO_INFORMADO","","NAO","","","NAO",14
"COMPLETO","Integração regional e convergência econômica real: lições da experiência europeia","2014","","Português","MEIO_DIGITAL","","NAO","","","NAO",15
"COMPLETO","Banking-System Transformations After the Crisis and Their Impacts on Regulation","2015","","Inglês","MEIO_DIGITAL","[http://www.jeeh.it/articolo?urn=urn:abi:abi:RIV.JOU:2015;2.77&ev=1]","NAO","","","NAO",16
"COMPLETO","Cooperação financeira e o financiamento da infra-estrutura na América do Sul","2010","","Português","VARIOS","[http://www.revistaoikos.org/seer/index.php/oikos/article/view/226]","NAO","","","NAO",17
