NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","?Controle de capitais: uma comparação internacional?","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"COMPLETO","Inflation Targenting and the Conduct of Monetary Policy: A Comparative Assessment of the Brazilian and the American Experiences","2006","Inglaterra","Inglês","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","Reflexões sobre o financiamento na economia brasileira","2000","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",2
"COMPLETO","The Bank of Brazil: the path since the mid-90s","2008","Inglaterra","Inglês","NAO_INFORMADO","","NAO","","","NAO",3
"COMPLETO","Basel Agreement and Minsky?s Financial Instability Hypothesis","2008","Estados Unidos","Inglês","NAO_INFORMADO","","NAO","","","NAO",4
"COMPLETO","The crises in the financial regulation of the finance-led capitalism: a minskyan analysis","2009","Inglaterra","Inglês","VARIOS","","NAO","","","NAO",5
"COMPLETO","The crises in the financial regulation of the finance-led capitalism: a minskyan analysis","2009","Espanha","Inglês","VARIOS","","NAO","","","NAO",6
"COMPLETO","From commercial integration and open regionalism to financial cooperation and post-liberal regionalism: the case of Mercosur","2009","Espanha","Inglês","VARIOS","","NAO","","","NAO",7
"COMPLETO","Da integração comercial e regionalismo aberto à cooperação financeira e regionalismo pós-liberal: o caso do Mercosul","2009","Brasil","Português","VARIOS","","NAO","","","NAO",8
"COMPLETO","Theoretical and Institutional Aspects: A Proposal for a Conceptual Delimitation of Public Banks","2010","Espanha","Inglês","OUTRO","","NAO","","","NAO",9
"COMPLETO","Theoretical and Institutional Aspects: A Proposal for a Conceptual Delimitation of Public Banks","2010","França","Inglês","OUTRO","","NAO","","","NAO",10
"COMPLETO","Cooperação financeira regional no Mercosul e o financiamento do investimento","2010","Brasil","Português","OUTRO","","NAO","","","NAO",11
"COMPLETO","Cooperação Financeira no Mercosul e o Financiamento do Investimento","2011","Brasil","Português","OUTRO","","NAO","","","NAO",12
"COMPLETO","The crises in the financial regulation of the finance-led capitalism: a minskyan analysis.","2009","Brasil","Português","OUTRO","","NAO","","","NAO",13
"COMPLETO","Da integração comercial e regionalismo aberto à cooperação financeira e regionalismo pós-liberal: o caso do Mercosul.","2009","Brasil","Português","OUTRO","","NAO","","","NAO",14
"COMPLETO","Controle de capitais: uma comparação internacional.","2005","México","Português","OUTRO","","NAO","","","NAO",15
"COMPLETO","Facing the crisis: Brazilian Central Bank and Public Banking System as Minskyan Big Banks","2012","França","Inglês","OUTRO","","NAO","","","NAO",16
"COMPLETO","Integração regional e convergência econômica real: lições da experiência europeia","2012","Brasil","Português","OUTRO","","NAO","","","NAO",17
"COMPLETO","Crises Financeiras num Contexto de Globalização: avaliação de algumas proposições teóricas recentes","1999","Uruguai","Português","OUTRO","","NAO","","","NAO",18
"COMPLETO","Facing the Crisis: Brazilian Central Bank and Public Banking System as Minskyan ?Big Banks?","2012","Brasil","Português","OUTRO","","NAO","","","NAO",19
"COMPLETO","Transformações nos sistemas bancários após a crise e impactos na regulação","2013","Brasil","Português","OUTRO","","NAO","","","NAO",20
"COMPLETO","Federal Public Banks in Brazil: historical overview and role in the recent crisis","2013","Alemanha","Inglês","MEIO_DIGITAL","[http://www.boeckler.de/35327_44396.htm]","NAO","","","NAO",21
"COMPLETO","Os bancos too big to fail nos Estados Unidos e a nova regulação: uma crítica a partir de Minsky","2015","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",22
"COMPLETO","Transformations in the Banking System after the crisis and their impacts on regulation.","2013","Brasil","Inglês","MEIO_DIGITAL","[http://www.boeckler.de/35327_44396.htm]","NAO","","","NAO",23
"COMPLETO","Os bancos too big to fail nos Estados Unidos e a nova regulação: uma crítica a partir de Minsky","2015","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",24
"COMPLETO","Os bancos too big to fail nos Estados Unidos e a nova regulação; uma crítica a partir de Minsky","2015","Brasil","Português","MEIO_MAGNETICO","[http://www.anpec.org.br/encontro/2015/submissao/files_I/i7-b3dae5a8e944e152d675164d76ec427c.pdf]","NAO","","","NAO",25
"COMPLETO","Há fragilidade financeira no mercado de crédito no Brasil?","2016","Brasil","Português","VARIOS","[http://https://repositorio.ufsc.br/bitstream/handle/123456789/162985/SEP2016_caderno%20de%20resumos.2005.pdf?sequence=1&isAllowed=y]","NAO","","","NAO",26
"COMPLETO","Por uma Economia Política da Financeirizacão: teoria e evidências","2017","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",27
"COMPLETO","Basileia III no Brasil: institucionalidade e efeitos sobre o crédito","2017","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",28
