CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"33020450","","","006700000002","Universidade de São Paulo","ENGENHARIAS","Engenharia Elétrica","","","MESTRADO_DOUTORADO",0
"33070059","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","MESTRADO_DOUTORADO",0
"33070210","","","007900000004","Universidade Estadual de Campinas","ENGENHARIAS","Engenharia Elétrica","","","MESTRADO_DOUTORADO",0
"33070210","","","007900000004","Universidade Estadual de Campinas","ENGENHARIAS","Engenharia Elétrica","","","MESTRADO_DOUTORADO",0
"33070237","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_DA_SAUDE","Medicina","Clínica Médica","","MESTRADO_DOUTORADO",0
"60015594","","","032900000005","Universidade Estadual de Maringá","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","MESTRADO",0
"60034394","","","007940009002","Departamento de Sistemas de Energia Elétrica","OUTROS","","","","MESTRADO_DOUTORADO",0
"60046295","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","DOUTORADO",0
"60056916","","","007900000004","Universidade Estadual de Campinas","OUTROS","Multidisciplinar","","","MESTRADO_DOUTORADO",0
"60356073","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"90000001","","","007900000004","Universidade Estadual de Campinas","ENGENHARIAS","Engenharia Elétrica","","","GRADUACAO",0
"90000002","","","006100000001","Fundação Getulio Vargas - SP","OUTROS","","","","ESPECIALIZACAO",0
"90000003","","","099700000002","Faculdade de Tecnologia Americana","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000004","","","000300000995","Fundação Carlos Alberto Vanzolini","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000005","","","280000000001","Eastern Michigan University","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000006","","","000400000997","Robert Bosch","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000007","","","000700000992","Faculdade Anhanguera de Indaiatuba","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","GRADUACAO",0
"90000008","","","000900000996","Escola de Administração de Empresas de São Paulo","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","APERFEICOAMENTO",0
"90000009","","","007900000004","Universidade Estadual de Campinas","ENGENHARIAS","Engenharia Elétrica","","","MESTRADO",0
"90000010","","","007900000004","Universidade Estadual de Campinas","ENGENHARIAS","Engenharia Elétrica","","","MESTRADO",0
"90000011","","","985600210134","Fundação Carlos Alberto Vanzolini","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000012","","","280000000001","Eastern Michigan University","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000013","","","280000000001","Eastern Michigan University","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000014","","","280000000001","Eastern Michigan University","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000015","","","J80L00000008","Faculdade de Tecnologia Ciências e Educação","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000016","","","985600082896","Volkswagen do Brasil - Matriz","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000017","","","931068000003","Robert Bosch Gmbh","CIENCIAS_SOCIAIS_APLICADAS","Administração","Administração de Empresas","","CURSO_DE_CURTA_DURACAO",0
"90000018","","","000700000992","Faculdade Anhanguera de Indaiatuba","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","MESTRADO",0
"90000019","","","006700000002","Universidade de São Paulo","CIENCIAS_DA_SAUDE","Medicina","","","MESTRADO",0
"90000020","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_DA_SAUDE","Medicina","Clínica Médica","","DOUTORADO",0
"90000021","","","001900000994","Fundação Getúlio Vargas","CIENCIAS_SOCIAIS_APLICADAS","Administração","","","APERFEICOAMENTO",0
"90000022","","","001900000994","Fundação Getúlio Vargas","CIENCIAS_SOCIAIS_APLICADAS","Administração","","","APERFEICOAMENTO",0
